-3.6250 -0.1824 0.2678 -1.5588 -3.6617 0.4294 -3.0602 0.0139
-4.6053 -1.9162 0.2807 -2.9850 -3.8738 0.6431 -0.9556 0.1681
-5.0790 -4.2358 0.7705 -2.2308 -2.3151 -1.8634 -2.1462 -1.7910
-6.1647 -2.9202 0.4952 -4.0432 -4.8861 0.7742 -0.6393 0.2508
-6.6589 -1.9926 0.6374 -3.6015 -5.7413 0.7174 -2.6809 0.1669
-5.7717 -7.0632 0.9879 -2.2066 -1.0201 -4.0961 -2.6890 -3.6911
-6.6803 -2.8241 0.5365 -4.1936 -5.4643 0.8291 -1.2868 0.2419
-6.3170 -2.8821 0.4623 -4.1392 -5.1058 0.8264 -0.8503 0.2499
-5.6565 -2.0707 0.2386 -3.6462 -4.9974 0.8662 -1.6626 0.1891
-4.9965 -1.7364 0.4228 -2.9026 -4.2506 0.5913 -1.6122 0.1474
-3.9670 -1.8022 0.2645 -2.6270 -3.2375 0.5398 -0.5534 0.1572
-2.9098 -0.6460 0.2932 -1.4300 -2.6094 0.2956 -1.5696 0.0516
-1.5443 0.0372 -0.0480 -0.8056 -1.7747 0.3098 -1.5121 0.0054
-0.1811 0.6077 -0.2713 -0.0951 -0.7726 0.2331 -1.2563 -0.0381
1.0716 1.1989 -0.2635 0.8601 0.3332 -0.0123 -1.1033 -0.0936
2.2578 2.7360 -0.2268 2.3428 0.9184 -0.2962 -2.6716 -0.2345
3.3892 2.7364 -0.1980 2.9412 2.1961 -0.5185 -1.6180 -0.2412
4.7547 4.9800 -0.9066 3.9629 1.8968 -0.2548 -4.3027 -0.4026
5.3072 3.3397 -0.2856 4.1115 3.9419 -0.8053 -0.8635 -0.2941
6.1143 3.9644 -0.5786 4.4894 4.2299 -0.7289 -1.2338 -0.3371
6.3961 4.3353 -0.2911 5.1932 4.6489 -1.0225 -1.5775 -0.3845
7.2391 2.1468 -0.3402 5.9969 7.0594 -3.3293 -1.8273 -2.3325
6.6030 4.2704 -0.3832 5.1475 4.8090 -0.9811 -1.3001 -0.3771
8.3200 -4.1763 0.4663 9.0222 13.5179 -10.7717 -4.2579 -8.2427
5.6766 4.4051 -0.1632 5.0357 3.9455 -1.0010 -2.3588 -0.3945
5.0354 3.6190 -0.3159 4.0931 3.4715 -0.7410 -1.6091 -0.3160
4.0506 2.8207 -0.1714 3.3467 2.9190 -0.6600 -1.1301 -0.2509
2.9398 2.2980 -0.0817 2.6206 2.0381 -0.5212 -1.2498 -0.2058
2.2047 0.2431 0.2327 3.1704 3.0031 -2.8481 -3.1604 -2.1774
0.5274 0.6018 -0.0649 0.5109 0.2233 -0.0588 -0.5557 -0.0504
-0.8153 0.6222 0.0782 0.0357 -1.1287 0.0615 -1.8288 -0.0541
-1.5872 -2.4616 0.3827 -0.0083 0.2842 -2.2186 -2.0084 -1.9383
-2.8948 -2.7764 0.6671 -0.4756 -0.7162 -2.2096 -2.6383 -1.9190
-4.2978 -1.8524 0.2236 -2.8715 -3.6156 0.6321 -0.7709 0.1660
-4.6933 -4.1958 0.4655 -2.4007 -2.2115 -1.6864 -1.8853 -1.7798
-6.0807 -1.5538 0.6063 -3.1124 -5.3484 0.6274 -2.9042 0.1285
-6.5107 -2.8673 0.5599 -4.1050 -5.2289 0.7810 -1.0442 0.2446
